podstatné jmeno;typ;left;kwic;right;kwic pos;kwic pos2;kwic length
cit;N-V;Mnozí lidé jako by ztratili ;cit a k živým tvorům se chovají ;jako k věcem , “ posteskla si provozovatelka útulku . ;N-J-R-A-N-P-V;N-J^-RR-AA-NN-P7-V;7
cit;N-V;Takový nový mužský se nestydí za své ;city , popláče si , když je mu do breku , a vůbec se chová ;úžasně . ;N-Z-V-P-Z-J-V-P-R-N-Z-J-T-P-V;N-Z:-VB-P7-Z:-J,-VB-PH-RR-NN-Z:-J^-TT-P7-V;15
cit;N-V;May - May byla pro děti autoritou , vychovávala je podle anglického stavovského vzoru , tzn . potlačovat emoce , ;city a vždy se chovat ;korektně . ;N-J-D-P-V;N-J^-Db-P7-V;5
cit;N-V;Jakmile zjistí , že má něco společného s Whitworthovými , udusí v sobě jakýkoli ;cit , který k ní snad chová , stejně jako udusil veškeré city , jež choval ;ke své matce . ;N-Z-P-R-P-T-V-Z-D-J-V-P-N-Z-P-V;N-Z:-P4-RR-P5-TT-VB-Z:-Dg-J,-Vp-PL-NN-Z:-PJ-V;16
cit;N-V;Některé ženy bohužel inklinují k tomu , trpět pro nedostupného nebo odmítajícího muže , jenž ;city neopětuje , naopak , zneužívá a ponižuje , chová ;se manipulativně . ;N-V-Z-T-Z-V-J-V-Z-V;N-VB-Z:-TT-Z:-VB-J^-VB-Z:-V;10
cit;N-V;Nebo své ;city rozdělí a začnou se chovat ;jinak doma a jinak ve škole . ;N-V-J-V-P-V;N-VB-J^-VB-P7-V;6
cit;N-V;Jan hýří ;city a jejich projevy , Samuelova povaha je jiná - chová ;se velice tiše , ale výrazně . ;N-J-P-N-Z-A-N-V-A-Z-V;N-J^-PS-NN-Z:-AU-NN-VB-AA-Z:-V;11
cit;N-V;Mám ;cit pro spravedlnost , a upřímně říkám - tady nemám pocit , že by bylo něco špatně - tedy špatné je , že takto lidé chovají ;. ;N-R-N-Z-J-D-V-Z-D-V-N-Z-J-V-V-P-D-Z-T-A-V-Z-J-D-N-V;N-RR-NN-Z:-J^-Dg-VB-Z:-Db-VB-NN-Z:-J,-Vc-Vp-PZ-Dg-Z:-TT-AA-VB-Z:-J,-Db-NN-V;26
cit;N-V;Kultura umožňuje a usnadňuje život ve společenství tím , že morálnímu přesahu našeho života vtiskuje rituální formu , reguluje naše ;city , předepisuje , jak se chovat ;, abychom byli hodni své vzájemnosti . ;N-Z-V-Z-D-P-V;N-Z:-VB-Z:-Db-P7-V;7
cit;N-V;Člověk pak musí mít takt a ;cit , aby se v jejich duši nechoval ;jako slon v porcelánu . ;N-Z-J-P-R-P-N-V;N-Z:-J,-P7-RR-PS-NN-V;8
cit;N-V;u závidí a je přesvědčen , že ostatní zase závidí jemu u vyžaduje neustálou pozornost a obdiv u nesnese kritiku u nárokuje si výjimečné zacházení a automatické plnění svých představ u cítí se oprávněný využívat druhé k dosažení svých cílů u touží po dokonalém vztahu , ale odmítá si připustit ;city , takže se chová ;arogantně a přezíravě uneumí rozeznat potřeby a city druhých Porucha nastává při výskytu nejméně pěti příznaků . ( zdroj : Mezinárodní klasifikace nemocí MKN - 10 , platná od roku 1994 , poslední aktualizace 1 . 1 . 2013 ) ;N-Z-J-P-V;N-Z:-J,-P7-V;5
cit;N-V;Právo na ;city Jak se chovat ;k dítěti , které má stále slzy na krajíčku ? ;N-D-P-V;N-Db-P7-V;4
cit;N-V;"zpěv 15 a 16 ) ; překvapené a láskyplné "" co vy zde ? ... "" platí učenci a básníkovi Brunettu Latinimu , který býval Dantovým učitelem scholastiky ( ale později také politickým protivníkem ) : když ho Dante nyní potkává v oddělení Pekla vyhrazeném sodomitům , nijak to netlumí ";cit vřelého přátelství a účast , které mu dává najevo , a stejně se pak chová ;i k dalším postavám , které ho tu oslovují . ;N-A-N-J-N-Z-P-P-V-D-Z-J-D-P-D-V;N-AA-NN-J^-NN-Z:-P4-PH-VB-Db-Z:-J^-Dg-P7-Db-V;16
cit;N-V;Radní Martin Zeman ( koalice ČSSD , ODS , Strana zelených ) se v případě , kdy jím vedená městská společnost KV ;city centrum pronajímá prostranství a stánky ve Varšavské ulici , chová ;jako mizerný zástupce města i hospodář . ;N-N-V-N-J-N-R-A-N-Z-V;N-NN-VB-NN-J^-NN-RV-AA-NN-Z:-V;11
cit;N-V;Zaprvé jsem nechtěla ranit její ;city a zadruhé jsem nemínila ohrozit zdání , že k ní chovám ;bezvýhradný respekt . ;N-J-C-V-V-V-N-Z-J-R-P-V;N-J^-Cv-VB-Vp-Vf-NN-Z:-J,-RR-P5-V;12
cit;N-V;Chtějí , aby se děti naučily používat ;cit i rozum , aby se chovaly ;odpovědně ke světu , lidem a přírodě . ;N-J-N-Z-J-P-V;N-J^-NN-Z:-J,-P7-V;7
cit;N-V;"Ale když Evanse ( Rezia , která ho viděla jen jednou , o něm říkala , že je "" tichošlápek "" , hřmotný zrzavý muž , ve společnosti žen nesmělý ) , když Evanse v Itálii zabili těsně před uzavřením příměří , Septimus nejenže neprojevil žádný ";cit , ani si neuvědomil , že to je konec jednoho přátelství , ale blahopřál sám sobě , že cítí tak málo a chová ;se tak rozumně . ;N-Z-J-P-V-Z-J-P-V-N-C-N-Z-J-V-P-P-Z-J-V-D-D-J-V;N-Z:-J^-P7-Vp-Z:-J,-PD-VB-NN-Cl-NN-Z:-J^-Vp-PL-P6-Z:-J,-VB-Db-Dg-J^-V;24
cit;N-V;Pro řidiče neznalého techniky a postrádajícího ;cit pro ni by se mohlo zdát , že zejména ve městě se oba vozy chovají ;podobně a jejich dominantní vlastností je plynulý pohyb bez znatelného řazení . ;N-R-P-V-P-V-V-Z-J-T-R-N-P-C-N-V;N-RR-P5-Vc-P7-Vp-Vf-Z:-J,-TT-RV-NN-P7-Cl-NN-V;16
cit;N-V;Několik n - ;cit mají všichni čeští chovatelé skotu šanci být ) nové soutěže o nejlepšího chovat slavnos : ia na Národní výstavě hospodářský peněžního obnosu také titul Pan chováte ;! 2007 . ;N-V-P-A-N-N-N-V-Z-A-N-R-A-V-X-Z-X-R-A-N-A-A-N-D-N-N-V;N-VB-PL-AA-NN-NN-NN-Vf-Z:-AA-NN-RR-AA-Vf-X@-Z:-X@-RR-AA-NN-AA-AA-NN-Db-NN-NN-V;27
cit;N-V;""" Má charizma , velký ";cit pro sdělovací prostředky a chová ;"se velmi profesionálně , "" tvrdí o Čermákovi , jenž byl jeho tiskovým mluvčím , exministr Vladimír Dlouhý . ";N-R-A-N-J-V;N-RR-AA-NN-J^-V;6
cit;N-V;Neprojevoval obvykle své ;city , nebyl sentimentální a nikdy se ke mně nechoval ;otcovsky , natož shovívavě . ;N-Z-V-A-J-D-P-R-P-V;N-Z:-Vp-AA-J^-Db-P7-RV-PP-V;10
cit;N-V;V čase jejího mládí taková služba obnášela potlačit ;city , které třeba chovala , v moderní době se po ní chce opak : projev citů , jež nechová ;. ;N-Z-P-T-V-Z-R-A-N-P-R-P-V-N-Z-N-N-Z-P-V;N-Z:-P4-TT-Vp-Z:-RR-AA-NN-P7-RR-P5-VB-NN-Z:-NN-NN-Z:-PJ-V;20
cit;N-V;Jo , to byly doby , kdy se takhle dalo zpívat a nebát se , že vás novodobí osvícenci rozcupují - že pošlapáváte ;city jinověrců a chováte ;se jako politicky nekorektní hovado . ;N-N-J-V;N-NN-J^-V;4
cit;N-V;George jí opět odmítl uvěřit , popřel její ;city a choval ;se , jako by ji neslyšel . ;N-J-V;N-J^-V;3
cit;N-V;Ten podivný robot měl ;city , cítil bolest a slast , měl vzpomínky a choval ;se jako skutečná lidská bytost . ;N-Z-V-N-J-N-Z-V-N-J-V;N-Z:-Vp-NN-J^-NN-Z:-Vp-NN-J^-V;11
cit;N-V;Navíc prý nešlo přehlédnout , že k milionáři chová ty nejvřelejší ;"city ! "" Ti dva vypadali velmi zamilovaně , pořád se hladili a objímali , a vůbec to nevypadalo , že to hrají kvůli kamerám , chovali ";"se tak i mimo záběry , "" potvrdil pracovník zámečku . ";N-Z-Z-P-C-V-D-D-Z-D-P-V-J-V-Z-J-T-P-V-Z-J-P-V-R-N-Z-V;N-Z:-Z:-PD-Cl-Vp-Db-Dg-Z:-Db-P7-Vp-J^-Vp-Z:-J^-TT-PD-Vp-Z:-J,-PD-VB-RR-NN-Z:-V;27
cit;N-V;Mechanické kotě , které dokáže vyjadřovat své ;city mňoukáním , vrněním či hravostí podle toho , jak se k němu jeho majitel chová ;, představili včera novinářům pracovníci japonské firmy Omron Corporation . ;N-N-Z-N-J-N-R-P-Z-D-P-R-P-P-N-V;N-NN-Z:-NN-J^-NN-RR-PD-Z:-Db-P7-RR-P5-PS-NN-V;16
cit;N-V;Nevěru a ;city použijeme k tomu , abychom se pomstili partnerovi za to , že se k nám nechoval ;hezky - ale neuvědomujeme si , že trestáme i sami sebe . ;N-V-R-P-Z-J-P-V-N-R-P-Z-J-P-R-P-V;N-VB-RR-PD-Z:-J,-P7-Vp-NN-RR-PD-Z:-J,-P7-RR-PP-V;17
cit;N-V;Doktorka Balcárková Evy Holubové , která řídí sociologický výzkum , si vybíjí ;city ve vztahu ke své práci a především k počítači Puzukovi , k němuž se chová ;až mateřsky něžně . ;N-R-N-R-P-N-J-T-R-N-X-Z-R-P-P-V;N-RV-NN-RV-P8-NN-J^-TT-RR-NN-X@-Z:-RR-P9-P7-V;16
cit;N-V;Někteří soudruzi u Ženijního sboru a lidového soudu postrádají politický ;cit a chovají ;se velmi hrubě . ;N-J-V;N-J^-V;3
cit;N-V;A také , pokud nechceme být terorizováni , neterorizujme druhé - buďme tolerantní , sledujme , jak naše ;city vnímají ostatní , zda jim nejsou příliš na obtíž a zda se vlastně někdy nechováme ;"tak , jak to nám samotným tolik vadí . "" ";N-V-A-Z-J-P-V-D-R-N-J-J-P-T-D-V;N-VB-AA-Z:-J,-PP-VB-Db-RR-NN-J^-J,-P7-TT-Db-V;16
cit;N-V;A je řada těch , kteří jsou u porodu ženě nápomocní a mají přirozený ;cit , jak se chovat ;v té poměrně vypjaté situaci , umí maminku podpořit , ne každý to ale dokáže . ;N-Z-D-P-V;N-Z:-Db-P7-V;5
cit;N-V;A rád předvádí ;city k těm , kteří se nechovají ;podle běžných norem . ;N-R-P-Z-P-P-V;N-RR-PD-Z:-P4-P7-V;7
cit;N-V;Jako tomu bylo u podobně laděného loňského letního thrilleru Miami Vice , ani zde není čas na nějaké ;city nebo špičkování , Bourne se chová ;nanejvýš efektivně , neudělá pohyb navíc a v běhu už plánuje příští kroky své i svých spojenců . ;N-J-N-Z-N-P-V;N-J^-NN-Z:-NN-P7-V;7
cit;N-V;Outdoory určitě ocení i maminky s potomky , kteří ještě nemají ;cit pro techniku a chovají ;se k ní jako k hračce , jež vydrží opravdu vše . ;N-R-N-J-V;N-RR-NN-J^-V;5
cit;N-V;Ale já jsem na chvíli porušil jednací kázeň , abych samostatně nahmátl svůj ;cit , chvíli ho choval ;a ošetřil . ;N-Z-N-P-V;N-Z:-NN-PH-V;5
cit;N-V;Své ;city vyjadřuje převážně bručením a její dcera Irena je ještě horší - chová ;se jako granátník , “ barvitě vylíčil osobnost vědkyně v dopise Else . ;N-V-D-N-J-P-N-N-V-D-A-Z-V;N-VB-Dg-NN-J^-PS-NN-NN-VB-Db-AA-Z:-V;13
cit;N-V;„ Měl skvělý ;cit pro práci s lidmi , a pokud vím , choval ;se k nim velmi slušně . ;N-R-N-R-N-Z-J-J-V-Z-V;N-RR-NN-RR-NN-Z:-J^-J,-VB-Z:-V;11
cit;N-V;Několik n - ;cit mají všichni čeští chovatelé skotu šanci být ) nové soutěže o nejlepšího chovat ;slavnos : ia na Národní výstavě hospodářský peněžního obnosu také titul Pan chováte ! 2007 . ;N-V-P-A-N-N-N-V-Z-A-N-R-A-V;N-VB-PL-AA-NN-NN-NN-Vf-Z:-AA-NN-RR-AA-V;14
cit;N-V;Své ;"city vyjadřuje převážně bručením , dodal , a její dcera Irena je "" ještě horší - chová ";"se jako granátník "" . ";N-V-D-N-Z-V-Z-J-P-N-N-V-Z-D-A-Z-V;N-VB-Dg-NN-Z:-Vp-Z:-J^-PS-NN-NN-VB-Z:-Db-AA-Z:-V;17
cit;N-V;I když na první pohled nešlo o atraktivní téma , vyžadovalo si ;cit pro detail a promyšlené řešení otázky , jak bychom se mohli chovat ;právě v příměstských obcích . “ Martin Stuber ;N-R-N-J-A-N-N-Z-D-V-P-V-V;N-RR-NN-J^-AA-NN-NN-Z:-Db-Vc-P7-Vp-V;13
cit;N-V;Naše střední a vědecká inteligence , naši profesoři a lékaři - tato naše inteligence nemá dostatečně vyvinutý ;cit pro náš současný sovětský patriotismus , chová ;neoprávněný , přehnaný obdiv k zahraniční kultuře . ;N-R-P-A-A-N-Z-V;N-RR-PS-AA-AA-NN-Z:-V;8
cit;N-V;Ukázalo se taky , že lidé chtějí prožívat citové vzedmutí kolektivně , že je dokonce žádoucí dávat najevo své ;city – stejně jako bylo donedávna žádoucí chovat ;se decentně a brečet doma . ;N-Z-D-J-V-D-A-V;N-Z:-Dg-J,-Vp-Db-AA-V;8
cit;N-V;May - May bezpochyby kladla veliký důraz na stavovskou výchovu podle anglického vzoru , to znamená neprojevovat ;city , potlačovat spontánní reakce , v každé situaci se chovat ;korektně , zkrátka : stoprocentně se ovládat . ;N-Z-V-A-N-Z-R-P-N-P-V;N-Z:-Vf-AA-NN-Z:-RR-PL-NN-P7-V;11
cit;N-V;Ať si každý nosí , co chce , klidně ať si chodí v pytlích , ale ať má ;cit a ať se k sobě i ostatním chová ;slušně . ;N-J-J-P-R-P-J-A-V;N-J^-J,-P7-RR-P6-J^-AA-V;9
cit;N-V;Vůbec nechápe lidi , jejich ;city a podle jakých vzorců se chovají ;. ;N-J-R-P-N-P-V;N-J^-RR-P4-NN-P7-V;7
cit;N-V;kazašského novináře Borata Sagdijeva , který cestuje Amerikou , potkává všelijaké lidi a předvádí před nimi svoje číslo : zaostalého chlapíka z východního Zapadákova , který má jasno v pohledu na Židy a ženy a vůbec je groteskně předpotopní , zároveň v něm je ale jakási roztomilá naivita , má ;cit pro slovní humor a dokáže se chovat ;jako „ kamikadze komedie “ , jít tam , kam si jeho fór žádá , bez ohledu na to , jak šokující krajnost to může být . ;N-R-A-N-J-V-P-V;N-RR-AA-NN-J^-VB-P7-V;8
cit;N-V;Mužům je sice vlastní racionálnější pohled na život , a tedy i na ;city , to ale neomlouvá fakt , chovají ;- li se ke svým protějškům bez špetky něhy . ;N-Z-P-J-V-N-Z-V;N-Z:-PD-J^-VB-NN-Z:-V;8
cit;N-V;Bývá to proto , že je tak soustředěný na sebe a na své ;city , že nedokáže přirozeně reagovat na běžné podněty zvenčí a nakonec se chová ;jako hysterický klaun . ;N-Z-J-V-D-V-R-A-N-D-J-T-P-V;N-Z:-J,-VB-Dg-Vf-RR-AA-NN-Db-J^-TT-P7-V;14
cit;N-V;více než muži 17 . se neměla chtít prosadit v diskusi s muži 18 . měla být vždy milá , i když se k ní ostatní mile nechovají 19 . měla podřídit své zájmy rodině , dokonce i pokud jde o program v televizi 20 . měla vždy kontrolovat své ;city a nikdy nevyletět z kůže 21 . měla , když se členové rodiny rozčílí , vznikající bouři uklidnit 22 . se nikdy neměla chovat ;hlučně , i když se třeba trochu napije 23 . měla okamžitě muži projevit všechny své obavy a slabosti 24 . měla odstraňovat svému muži z cesty všechny překážky 25 . se měla postarat o to , aby se její muž nikdy před ostatními neprojevil jako strašpytel a slaboch 26 ;N-J-D-V-R-N-C-Z-V-Z-J-P-N-N-V-Z-A-N-V-C-Z-P-D-V-V;N-J^-Db-Vf-RR-NN-C=-Z0-Vp-Z:-J,-P7-NN-NN-VB-Z:-AG-NN-Vf-C=-Z0-P7-Db-Vp-V;25
cit;N-V;Slušný člověk jako vy má ;cit pro míru , a proto se chová ;ke svému okolí šetrně a odpovědně . ;N-R-N-Z-J-J-P-V;N-RR-NN-Z:-J^-J^-P7-V;8
cit;N-V;Má ;cit pro prostor , pro práci s míčem , i na tréninku se chová ;týmově , když vidí líp postaveného hráče , přihrává . ;N-R-N-Z-R-N-R-N-Z-J-R-N-P-V;N-RR-NN-Z:-RR-NN-RR-NN-Z:-J^-RR-NN-P7-V;14
cit;N-V;A vyčítají mu , že postrádá ;cit , když se chová ;, jako by Hrad dobyl a patřil mu . ;N-Z-J-P-V;N-Z:-J,-P7-V;5
cit;N-V;Za naleznuv ;cit , sám jej neměl chovat ;, či utajit jej neměl v nevědomost plnou , zda v tvrdém uzavření nebyl rozum , nebo příliš brzy dal mu projev volný . ;N-Z-P-P-V-V;N-Z:-PL-PP-Vp-V;6
cit;N-V;Praxe , pokud možno na nejvyšší úrovni , přináší onen tolikrát zmiňovaný ;cit pro hru i to , jak jednat s hráči , chovat ;se v krizových situacích . ;N-R-N-J-P-Z-D-V-R-N-Z-V;N-RR-NN-J^-PD-Z:-Db-Vf-RR-NN-Z:-V;12
cit;N-V;Například bych nechtěla být jako můj táta , který velice těžko dává najevo své ;city a někdy se chová ;až chladně . ;N-J-D-P-V;N-J^-Db-P7-V;5
cit;N-V;ÚKOL : Ověřte jeho ;city Pokud si nejste jistá , jak vážně váš vztah bere on , pozorujte , jak se chová ;. ;N-J-P-V-A-Z-D-D-P-N-V-P-Z-V-Z-D-P-V;N-J,-P7-VB-AA-Z:-Db-Dg-PS-NN-VB-PP-Z:-Vi-Z:-Db-P7-V;18
cit;V-N;Ale musíme se ;chovat , jako bychom nevěděli , co děláme , jenom abychom uchránili city ;Pekelníků ? ;V-Z-J-V-V-Z-P-V-Z-D-J-V-N;V-Z:-J,-Vc-Vp-Z:-PQ-VB-Z:-Db-J,-Vp-N;13
cit;V-N;""" Neříkám to proto , že jste se vůči mně ";choval odmítavě a hluboce jste ranil mé city ;. ;V-D-J-D-V-V-P-N;V-Dg-J^-Dg-VB-Vp-PS-N;8
cit;V-N;přesvědčen , že ostatní zase závidí jemu u vyžaduje neustálou pozornost a obdiv u nesnese kritiku u nárokuje si výjimečné zacházení a automatické plnění svých představ u cítí se oprávněný využívat druhé k dosažení svých cílů u touží po dokonalém vztahu , ale odmítá si připustit city , takže se ;chová arogantně a přezíravě uneumí rozeznat potřeby a city ;druhých Porucha nastává při výskytu nejméně pěti příznaků . ( zdroj : Mezinárodní klasifikace nemocí MKN - 10 , platná od roku 1994 , poslední aktualizace 1 . 1 . 2013 ) ;V-D-J-D-X-V-N-J-N;V-Dg-J^-Dg-X@-Vf-NN-J^-N;9
cit;V-N;Tento nadšený žák ;choval ke své alma mater ty nejsilnější city , jaké si lze představit , city ;až zbožně oddané . ;V-R-P-F-F-P-A-N-Z-P-P-D-V-Z-N;V-RV-P8-F%-F%-PD-AA-NN-Z:-P4-P7-Db-Vf-Z:-N;15
cit;V-N;Když byl roku 1890 vydán výnos , který umožnil obehnat vysokou zdí všechny , kdo se ;chovali výstředně , a ušetřit tak city ;bezúhonných občanů , stal se z chudobince blázinec . ;V-D-Z-J-V-D-N;V-Dg-Z:-J^-Vf-Db-N;7
cit;V-N;Ale zároveň se musel ;chovat opatrně a ohleduplně , aby nezranil její city ;. ;V-D-J-D-Z-J-V-P-N;V-Dg-J^-Dg-Z:-J,-Vp-PS-N;9
cit;V-N;Podle mého zas takový nebyl , protože to , jak na něj vzpomínali jeho zaměstnanci , jak se ;choval k dětem , jak se choval k manželce , o něm vypovídá , že to byl citově založený člověk , který však své city ;schovával . ;V-R-N-Z-D-P-V-R-N-Z-R-P-V-Z-J-P-V-D-A-N-Z-P-J-P-N;V-RR-NN-Z:-Db-P7-Vp-RR-NN-Z:-RR-P5-VB-Z:-J,-PD-Vp-Dg-AA-NN-Z:-P4-J^-P8-N;25
cit;V-N;;Chovám se stroze a občas nešetřím city ;"jiných . "" ";V-P-D-J-D-V-N;V-P7-Dg-J^-Db-VB-N;7
cit;V-N;Lenox se ;chovala úplně jinak , přece jen projevila sympatické porozumění pro Katherininy city ;, i když obratné tažení její matky ji rozveselovalo . ;V-D-D-Z-T-T-V-A-N-R-A-N;V-Dg-Db-Z:-TT-TT-Vp-AA-NN-RR-AU-N;12
cit;V-N;Je zajímavé , že muž , který se mnohdy neumí ;chovat , obklopuje se kšeftařskými poradci , kteří mu svými kauzami jednou možná zlomí vaz , projevuje nečekaný cit ;pro klíčová rozhodnutí . ;V-Z-V-P-A-N-Z-P-P-P-N-D-T-V-N-Z-V-A-N;V-Z:-VB-P7-AA-NN-Z:-P4-PH-P8-NN-Db-TT-VB-NN-Z:-VB-AA-N;19
cit;V-N;Bylo to pro mne jedno z hlavních kritérií , jak se děti zachovají a jak se samotní pánové budou ;chovat a předvedou svůj cit ;"pro rodinu . "" ";V-J-V-P-N;V-J^-VB-P8-N;5
cit;V-N;Monika se ale ve vile ;chovala tak , jako by na city ;ke své lásce úplně zapomněla . ;V-D-Z-J-V-R-N;V-Db-Z:-J,-Vc-RR-N;7
cit;V-N;Jakmile zjistí , že má něco společného s Whitworthovými , udusí v sobě jakýkoli cit , který k ní snad ;chová , stejně jako udusil veškeré city ;, jež choval ke své matce . ;V-Z-D-J-V-P-N;V-Z:-Dg-J,-Vp-PL-N;7
cit;V-N;A vzpomněla jsem si , jak mi vyprávěl jeden člověk , ke kterému ;chovám obdiv , úctu a lásku , historku o Jánu Langošovi , k němuž jsem chovala stejné city ;. ;V-N-Z-N-J-N-Z-N-R-N-N-Z-R-P-V-V-A-N;V-NN-Z:-NN-J^-NN-Z:-NN-RR-NN-NN-Z:-RR-P9-VB-Vp-AA-N;18
cit;V-N;Lidé se ;chovají jako by ani nešlo o bytosti , které mají city ;a své potřeby . ;V-J-V-J-V-R-N-Z-P-V-N;V-J,-Vc-J^-Vp-RR-NN-Z:-P4-VB-N;11
cit;V-N;Místo toho , aby si dva lidé , kteří k sobě ;chovají nějaké city , spolu sedli v parku na lavičku pod podzimní lípou a vše si pověděli z očí do očí , tak si raději napíší „ status “ , kterým dávají najevo své city ;– nejlépe tak , aby jejich přátelé viděli , jak moc k sobě cítí a jak jsou neuvěřitelně šťastní . ;V-P-N-Z-D-V-R-N-R-N-R-A-N-J-P-P-V-R-N-R-N-Z-J-P-D-V-Z-N-Z-Z-P-V-D-P-N;V-PZ-NN-Z:-Db-Vp-RR-NN-RR-NN-RR-AA-NN-J^-PL-P7-Vp-RR-NN-RR-NN-Z:-J^-P7-Dg-VB-Z:-NN-Z:-Z:-P4-VB-Db-P8-N;35
cit;V-N;;Chovají se krutě , neberou ohledy na jejich city ;a vůbec jim nerozumějí . ;V-P-D-Z-V-N-R-P-N;V-P7-Dg-Z:-VB-NN-RR-PS-N;9
cit;V-N;Steven Spielberg je skvělý režisér , ;chovám k němu veškerou úctu jako k umělci , který má cit ;pro situaci , a proto natočil skvělý film . ;V-R-P-P-N-J-R-N-Z-P-V-N;V-RR-P5-PL-NN-J,-RR-NN-Z:-P4-VB-N;12
cit;V-N;Nemusel jsem vám tenkrát říci nic , neboť jsme k sobě nebyli nijak morálně vázáni , a dokonce jsme naprosto přerušili veškeré styky , ale raději jsem riskoval , že navždy ztratím úctu , kterou jste ke mně snad ;chovala , než abych před Vámi skrýval své pravé city ;. ;V-Z-J-J-R-P-V-P-A-N;V-Z:-J,-J,-RR-PP-Vp-P8-AA-N;10
cit;V-N;následků ( „ prezentovat myšlenky někoho cizího jako svoje vlastní není velký problém “ ) , přisuzování viny ( „ lidé , se kterými druzí špatně zacházejí , si většinou takové chování vysloužili něčím , co sami udělali “ ) , odlidšťování ( „ k některým lidem je potřeba se ;chovat drsněji , protože postrádají city ;, které by mohly být zraněny “ ) . ;V-D-Z-J-V-N;V-Dg-Z:-J,-VB-N;6
cit;V-N;Neměla by se ;chovat zdrženlivě , skrývat city ;, podrobit nápadníky zkoušce ? ;V-D-Z-V-N;V-Dg-Z:-Vf-N;5
cit;V-N;Po celou dobu se k ní Charles ;choval chladně a neskrýval před ní své city ;ke Camille Parker Bowlesové . ;V-D-J-V-R-P-P-N;V-Dg-J^-Vp-RR-P5-P8-N;8
cit;V-N;Pod vlivem její fantazie a obrazotvornosti jsem zase schopný tvořit a také jsem se od ní naučil , jak se k lidem ;chovat vřele a dávat svoje city ;najevo . ;V-D-J-V-P-N;V-Dg-J^-Vf-P8-N;6
cit;V-N;Nechtěl jsem se ;chovat nezdvořile , ani urážet vaše city ;. ;V-D-Z-J-V-P-N;V-Dg-Z:-J^-Vf-PS-N;7
cit;V-N;O tři roky později se už Lewinská ;chová docela protřele : v sérii mediálních vystoupení , odstartované 3 . března rozhovorem na stanici ABC , vystupuje poměrně vyzrálá a otevřená mladá žena , která umí zahrát na city ;. ;V-D-D-Z-R-N-A-N-Z-A-C-Z-N-N-R-N-B-Z-V-D-A-J-A-A-N-Z-P-V-V-R-N;V-Db-Dg-Z:-RR-NN-AA-NN-Z:-AA-C=-Z0-NN-NN-RR-NN-BN-Z:-VB-Dg-AA-J^-AA-AA-NN-Z:-P4-VB-Vf-RR-N;31
cit;V-N;"změní v konvenčnost , a pak je po všem , je po všem , říkal si a díval se poněkud unaveně do hlubin za sklem a přemýšlel , jestli ji snad naštval tím , že přišel v tuhle hodinu ; náhle ho zaplavil stud nad tím , jak pošetile se ";"choval ; plakal ; vyléval si city ";"; řekl jí všechno , jako obvykle , jako obvykle . ";V-Z-V-Z-V-P-N;V-Z:-Vp-Z:-Vp-P7-N;7
cit;V-N;""" Nám jde o to , abychom našli takového kandidáta , který se přibližuje formátu Václava Klause , člověka , který se ";chová nadstranicky , který je přesvědčeným Evropanem a který má také cit ;"v sociálních otázkách , "" řekl v televizi Paroubek . ";V-D-Z-P-V-A-N-J-P-V-D-N;V-Dg-Z:-P4-VB-AA-NN-J^-P4-VB-Db-N;12
